"","Season","Week","Name","Position","Team","Home.Away","Opponent","FanDuel.pts","FanDuel.sal"
"945",2015,10,"Brandon Tate","WR","CIN","HOME","HOU",0,4700
"946",2015,10,"Corey Fuller","WR","DET","AWAY","GNB",0,4500
"947",2015,10,"Jeff Janis","WR","GNB","HOME","DET",0,4500
"948",2015,10,"Dorial Green-Beckham","WR","TEN","HOME","CAR",0,5200
"949",2015,10,"Cameron Meredith","WR","CHI","AWAY","STL",0,4500
"950",2015,10,"Chris Matthews","WR","SEA","HOME","ARI",0,4500
"951",2015,10,"Willie Snead","WR","NOR","AWAY","WAS",0,6500
"952",2015,10,"DeVante Parker","WR","MIA","AWAY","PHI",0,4500
"953",2015,10,"James Jones","WR","GNB","HOME","DET",0,5700
"954",2015,10,"Sammie Coates","WR","PIT","HOME","CLE",0,4500
"955",2015,10,"Matthew Slater","WR","NWE","AWAY","NYG",0,4500
"956",2015,10,"Rashad Ross","WR","WAS","HOME","NOR",0,4800
"957",2015,10,"Keith Mumphery","WR","HOU","AWAY","CIN",0,4800
"958",2015,10,"Miles Austin","WR","PHI","HOME","MIA",0,5000
"959",2015,10,"Josh Bellamy","WR","CHI","AWAY","STL",0,4700
"960",2015,10,"Charles Johnson","WR","MIN","AWAY","OAK",0,4900
"961",2015,10,"Jacoby Jones","WR","PIT","HOME","CLE",0,4500
"962",2015,10,"Kenny Stills","WR","MIA","AWAY","PHI",0,5000
"963",2015,10,"Russell Shepard","WR","TAM","HOME","DAL",0,4500
"964",2015,10,"Marc Mariani","WR","CHI","AWAY","STL",-2,4500
"965",2015,10,"Jeremy Ross","WR","BAL","HOME","JAC",-2,4500
"966",2015,10,"Rob Gronkowski","TE","NWE","AWAY","NYG",19.8,8000
"967",2015,10,"Jordan Reed","TE","WAS","HOME","NOR",16.4,5800
"968",2015,10,"Gary Barnidge","TE","CLE","AWAY","PIT",15.5,6100
"969",2015,10,"Brent Celek","TE","PHI","HOME","MIA",15.4,4700
"970",2015,10,"Crockett Gillmore","TE","BAL","HOME","JAC",12.2,5000
"971",2015,10,"Greg Olsen","TE","CAR","AWAY","TEN",12,6300
"972",2015,10,"Maxx Williams","TE","BAL","HOME","JAC",12,4600
"973",2015,10,"Richard Rodgers","TE","GNB","HOME","DET",11.7,5400
"974",2015,10,"Zach Ertz","TE","PHI","HOME","MIA",10.3,5000
"975",2015,10,"Jermaine Gresham","TE","ARI","AWAY","SEA",9.6,4500
"976",2015,10,"Ed Dickson","TE","CAR","AWAY","TEN",9.6,4500
"977",2015,10,"Rhett Ellison","TE","MIN","AWAY","OAK",8.8,4500
"978",2015,10,"Clive Walford","TE","OAK","HOME","MIN",8.8,4800
"979",2015,10,"Will Tye","TE","NYG","HOME","NWE",8.1,4700
"980",2015,10,"Charles Clay","TE","BUF","AWAY","NYJ",7.7,5400
"981",2015,10,"Mychal Rivera","TE","OAK","HOME","MIN",7.6,4700
"982",2015,10,"Delanie Walker","TE","TEN","HOME","CAR",6.7,5900
"983",2015,10,"Brandon Pettigrew","TE","DET","AWAY","GNB",6.7,4500
"984",2015,10,"Jason Witten","TE","DAL","AWAY","TAM",6.7,5600
"985",2015,10,"Scott Chandler","TE","NWE","AWAY","NYG",6.6,4600
"986",2015,10,"Travis Kelce","TE","KAN","AWAY","DEN",6.1,5800
"987",2015,10,"Heath Miller","TE","PIT","HOME","CLE",6,5300
"988",2015,10,"Jimmy Graham","TE","SEA","HOME","ARI",5.6,6000
"989",2015,10,"Ryan Griffin","TE","HOU","AWAY","CIN",5.1,4800
"990",2015,10,"Brandon Myers","TE","TAM","HOME","DAL",5,4500
"991",2015,10,"Nick Boyle","TE","BAL","HOME","JAC",5,4500
"992",2015,10,"Eric Ebron","TE","DET","AWAY","GNB",4.8,5300
"993",2015,10,"Jared Cook","TE","STL","HOME","CHI",4.5,4900
"994",2015,10,"Tyler Eifert","TE","CIN","HOME","HOU",4.1,6200
"995",2015,10,"C.J. Fiedorowicz","TE","HOU","AWAY","CIN",4,4500
"996",2015,10,"Ben Watson","TE","NOR","AWAY","WAS",3.4,5500
"997",2015,10,"Julius Thomas","TE","JAC","AWAY","BAL",3.3,5400
"998",2015,10,"Martellus Bennett","TE","CHI","AWAY","STL",3.3,5400
"999",2015,10,"Vernon Davis","TE","DEN","HOME","KAN",2.9,5100
"1000",2015,10,"Gavin Escobar","TE","DAL","AWAY","TAM",2.7,4500
"1001",2015,10,"Anthony Fasano","TE","TEN","HOME","CAR",2.4,4500
"1002",2015,10,"Owen Daniels","TE","DEN","HOME","KAN",1.9,5100
"1003",2015,10,"Derek Carrier","TE","WAS","HOME","NOR",1.9,4900
"1004",2015,10,"MyCole Pruitt","TE","MIN","AWAY","OAK",1.7,4500
"1005",2015,10,"Marcedes Lewis","TE","JAC","AWAY","BAL",1.4,4600
"1006",2015,10,"Dion Sims","TE","MIA","AWAY","PHI",1.3,4600
"1007",2015,10,"Virgil Green","TE","DEN","HOME","KAN",1.3,4500
"1008",2015,10,"Kyle Rudolph","TE","MIN","AWAY","OAK",1.2,4700
"1009",2015,10,"Cameron Brate","TE","TAM","HOME","DAL",1.1,4500
"1010",2015,10,"Brian Parker","TE","KAN","AWAY","DEN",1.1,4500
"1011",2015,10,"Jordan Cameron","TE","MIA","AWAY","PHI",1,4900
"1012",2015,10,"Lance Kendricks","TE","STL","HOME","CHI",0.9,4600
"1013",2015,10,"Jesse James","TE","PIT","HOME","CLE",0.7,4700
"1014",2015,10,"Lee Smith","TE","OAK","HOME","MIN",0.6,4500
"1015",2015,10,"Trey Burton","TE","PHI","HOME","MIA",0,4500
"1016",2015,10,"Kellen Davis","TE","NYJ","HOME","BUF",0,4500
"1017",2015,10,"Troy Niklas","TE","ARI","AWAY","SEA",0,4500
"1018",2015,10,"Jeff Cumberland","TE","NYJ","HOME","BUF",0,4500
"1019",2015,10,"Luke Willson","TE","SEA","HOME","ARI",0,4500
"1020",2015,10,"Tyler Kroft","TE","CIN","HOME","HOU",0,4500
"1021",2015,10,"Michael Hoomanawanui","TE","NOR","AWAY","WAS",0,4600
"1022",2015,10,"Chris Gragg","TE","BUF","AWAY","NYJ",0,4500
"1023",2015,10,"Josh Hill","TE","NOR","AWAY","WAS",0,4700
"1024",2015,10,"Luke Stocker","TE","TAM","HOME","DAL",0,4500
"1025",2015,10,"Cory Harkey","TE","STL","HOME","CHI",0,4500
"1026",2015,10,"Jake Stoneburner","TE","MIA","AWAY","PHI",0,4500
"1027",2015,10,"Jim Dray","TE","CLE","AWAY","PIT",0,4500
"1028",2015,10,"Craig Stevens","TE","TEN","HOME","CAR",0,4500
"1029",2015,10,"James Hanna","TE","DAL","AWAY","TAM",0,4500
"1030",2015,10,"Clay Harbor","TE","JAC","AWAY","BAL",0,4600
"1031",2015,10,"Cairo Santos","K","KAN","AWAY","DEN",21,4500
"1032",2015,10,"Dustin Hopkins","K","WAS","HOME","NOR",18,4500
"1033",2015,10,"Josh Brown","K","NYG","HOME","NWE",16,4800
"1034",2015,10,"Chandler Catanzaro","K","ARI","AWAY","SEA",15,4700
"1035",2015,10,"Jason Myers","K","JAC","AWAY","BAL",13,4600
"1036",2015,10,"Robbie Gould","K","CHI","AWAY","STL",13,4600
"1037",2015,10,"Blair Walsh","K","MIN","AWAY","OAK",12,4900
"1038",2015,10,"Dan Carpenter","K","BUF","AWAY","NYJ",12,4600
"1039",2015,10,"Stephen Gostkowski","K","NWE","AWAY","NYG",11,5100
"1040",2015,10,"Chris Boswell","K","PIT","HOME","CLE",10,4500
"1041",2015,10,"Graham Gano","K","CAR","AWAY","TEN",10,4700
"1042",2015,10,"Dan Bailey","K","DAL","AWAY","TAM",9,4600
"1043",2015,10,"Steven Hauschka","K","SEA","HOME","ARI",9,5000
"1044",2015,10,"Andrew Franks","K","MIA","AWAY","PHI",9,4500
"1045",2015,10,"Matt Prater","K","DET","AWAY","GNB",9,4600
"1046",2015,10,"Mike Nugent","K","CIN","HOME","HOU",7,4600
"1047",2015,10,"Greg Zuerlein","K","STL","HOME","CHI",7,4500
"1048",2015,10,"Connor Barth","K","TAM","HOME","DAL",6,4800
"1049",2015,10,"Ryan Succop","K","TEN","HOME","CAR",5,4500
"1050",2015,10,"Caleb Sturgis","K","PHI","HOME","MIA",5,5000
"1051",2015,10,"Mason Crosby","K","GNB","HOME","DET",5,5000
"1052",2015,10,"Nick Novak","K","HOU","AWAY","CIN",4,4500
"1053",2015,10,"Travis Coons","K","CLE","AWAY","PIT",3,4500
"1054",2015,10,"Kai Forbath","K","NOR","AWAY","WAS",2,4700
"1055",2015,10,"Sebastian Janikowski","K","OAK","HOME","MIN",2,4600
"1056",2015,10,"Justin Tucker","K","BAL","HOME","JAC",2,4900
"1057",2015,10,"Brandon McManus","K","DEN","HOME","KAN",1,4800
"1058",2015,9,"Cam Newton","QB","CAR","HOME","GNB",34.58,7900
"1059",2015,9,"Aaron Rodgers","QB","GNB","AWAY","CAR",33.96,8900
"1060",2015,9,"Marcus Mariota","QB","TEN","AWAY","NOR",33.34,7100
"1061",2015,9,"Drew Brees","QB","NOR","HOME","TEN",32.38,8500
"1062",2015,9,"Derek Carr","QB","OAK","AWAY","PIT",27.34,7000
"1063",2015,9,"Matt Cassel","QB","DAL","HOME","PHI",24.66,6300
"1064",2015,9,"Blake Bortles","QB","JAC","AWAY","NYJ",22.44,7600
"1065",2015,9,"Ben Roethlisberger","QB","PIT","HOME","OAK",22.36,8300
"1066",2015,9,"Andy Dalton","QB","CIN","HOME","CLE",21.86,8200
"1067",2015,9,"Andrew Luck","QB","IND","HOME","DEN",21.48,8700
"1068",2015,9,"Ryan Fitzpatrick","QB","NYJ","HOME","JAC",18.88,7500
"1069",2015,9,"Tom Brady","QB","NWE","HOME","WAS",18.86,9500
"1070",2015,9,"Jay Cutler","QB","CHI","AWAY","SDG",18.6,7100
"1071",2015,9,"Jameis Winston","QB","TAM","HOME","NYG",18.36,6700
"1072",2015,9,"Peyton Manning","QB","DEN","AWAY","IND",17.24,7700
"1073",2015,9,"Blaine Gabbert","QB","SFO","HOME","ATL",16.6,5400
"1074",2015,9,"Matt Ryan","QB","ATL","AWAY","SFO",16.32,8000
"1075",2015,9,"Sam Bradford","QB","PHI","AWAY","DAL",15.7,7600
"1076",2015,9,"Tyrod Taylor","QB","BUF","HOME","MIA",15.64,7200
"1077",2015,9,"Philip Rivers","QB","SDG","HOME","CHI",15.2,8600
"1078",2015,9,"Teddy Bridgewater","QB","MIN","HOME","STL",14.46,6700
"1079",2015,9,"Eli Manning","QB","NYG","AWAY","TAM",14.42,7800
"1080",2015,9,"Johnny Manziel","QB","CLE","AWAY","CIN",13.82,6500
"1081",2015,9,"Ryan Tannehill","QB","MIA","AWAY","BUF",12.06,7400
"1082",2015,9,"Kirk Cousins","QB","WAS","AWAY","NWE",11.68,6600
"1083",2015,9,"Nick Foles","QB","STL","AWAY","MIN",6.92,6300
"1084",2015,9,"Landry Jones","QB","PIT","HOME","OAK",3.16,6200
"1085",2015,9,"Shaun Hill","QB","MIN","HOME","STL",0.5,5100
"1086",2015,9,"Colin Kaepernick","QB","SFO","HOME","ATL",0,6500
"1087",2015,9,"Joe Webb","QB","CAR","HOME","GNB",-0.1,4800
"1088",2015,9,"Jimmy Garoppolo","QB","NWE","HOME","WAS",-0.1,5000
"1089",2015,9,"A.J. McCarron","QB","CIN","HOME","CLE",-0.2,5100
"1090",2015,9,"DeAngelo Williams","RB","PIT","HOME","OAK",37.5,6500
"1091",2015,9,"Lamar Miller","RB","MIA","AWAY","BUF",29.6,6900
"1092",2015,9,"DeMarco Murray","RB","PHI","AWAY","DAL",25.1,7500
"1093",2015,9,"Jeremy Langford","RB","CHI","AWAY","SDG",23.7,6400
"1094",2015,9,"Karlos Williams","RB","BUF","HOME","MIA",23,5600
"1095",2015,9,"Adrian Peterson","RB","MIN","HOME","STL",21.3,8400
"1096",2015,9,"James Starks","RB","GNB","AWAY","CAR",21.2,5800
"1097",2015,9,"Danny Woodhead","RB","SDG","HOME","CHI",20.1,6000
"1098",2015,9,"LeGarrette Blount","RB","NWE","HOME","WAS",18.9,6400
"1099",2015,9,"LeSean McCoy","RB","BUF","HOME","MIA",18.9,7800
"1100",2015,9,"Todd Gurley","RB","STL","AWAY","MIN",18.4,9000
"1101",2015,9,"Chris Ivory","RB","NYJ","HOME","JAC",18.3,7500
"1102",2015,9,"Devonta Freeman","RB","ATL","AWAY","SFO",17.9,8900
"1103",2015,9,"Frank Gore","RB","IND","HOME","DEN",16.7,6700
"1104",2015,9,"Ryan Mathews","RB","PHI","AWAY","DAL",12.7,5600
"1105",2015,9,"Darren McFadden","RB","DAL","HOME","PHI",12.7,6500
"1106",2015,9,"Shane Vereen","RB","NYG","AWAY","TAM",12.3,5700
"1107",2015,9,"Antonio Andrews","RB","TEN","AWAY","NOR",11.6,5700
"1108",2015,9,"Shaun Draughn","RB","SFO","HOME","ATL",11.6,4500
"1109",2015,9,"Mark Ingram","RB","NOR","HOME","TEN",11.6,7700
"1110",2015,9,"T.J. Yeldon","RB","JAC","AWAY","NYJ",11.6,6400
"1111",2015,9,"Brandon Bolden","RB","NWE","HOME","WAS",11.4,4900
"1112",2015,9,"Duke Johnson","RB","CLE","AWAY","CIN",10.8,5900
"1113",2015,9,"Giovani Bernard","RB","CIN","HOME","CLE",9.1,6200
"1114",2015,9,"Latavius Murray","RB","OAK","AWAY","PIT",8.5,7000
"1115",2015,9,"Isaiah Crowell","RB","CLE","AWAY","CIN",7.9,5300
"1116",2015,9,"Ahmad Bradshaw","RB","IND","HOME","DEN",7.6,5000
"1117",2015,9,"Dion Lewis","RB","NWE","HOME","WAS",7.3,7400
"1118",2015,9,"Jonathan Stewart","RB","CAR","HOME","GNB",7.3,6600
"1119",2015,9,"Melvin Gordon","RB","SDG","HOME","CHI",7.1,6100
"1120",2015,9,"Charles Sims","RB","TAM","HOME","NYG",6.7,5100
"1121",2015,9,"Jeremy Hill","RB","CIN","HOME","CLE",5.7,6800
"1122",2015,9,"Rashad Jennings","RB","NYG","AWAY","TAM",5.2,5500
"1123",2015,9,"C.J. Anderson","RB","DEN","AWAY","IND",4.3,6000
"1124",2015,9,"Andre Williams","RB","NYG","AWAY","TAM",4.2,5400
"1125",2015,9,"Jay Ajayi","RB","MIA","AWAY","BUF",4.1,4500
"1126",2015,9,"Dexter McCluster","RB","TEN","AWAY","NOR",3.7,5000
"1127",2015,9,"Darren Sproles","RB","PHI","AWAY","DAL",3.6,5500
"1128",2015,9,"Matt Jones","RB","WAS","AWAY","NWE",3.4,5800
"1129",2015,9,"Doug Martin","RB","TAM","HOME","NYG",3.3,7100
"1130",2015,9,"Chris Thompson","RB","WAS","AWAY","NWE",3.1,5500
"1131",2015,9,"Ka'Deem Carey","RB","CHI","AWAY","SDG",2.8,4800
"1132",2015,9,"Zac Stacy","RB","NYJ","HOME","JAC",2.4,5000
"1133",2015,9,"Orleans Darkwa","RB","NYG","AWAY","TAM",2.3,5300
"1134",2015,9,"Marcel Reece","RB","OAK","AWAY","PIT",2.1,4800
"1135",2015,9,"Jerick McKinnon","RB","MIN","HOME","STL",2.1,4700
"1136",2015,9,"Kendall Gaskins","RB","SFO","HOME","ATL",2,4800
"1137",2015,9,"C.J. Spiller","RB","NOR","HOME","TEN",1.5,5500
"1138",2015,9,"Donald Brown","RB","SDG","HOME","CHI",1.3,4500
"1139",2015,9,"Fozzy Whittaker","RB","CAR","HOME","GNB",1.3,4700
"1140",2015,9,"Rex Burkhead","RB","CIN","HOME","CLE",1.2,4500
"1141",2015,9,"Jorvorskie Lane","RB","TAM","HOME","NYG",1,4500
"1142",2015,9,"Alfred Morris","RB","WAS","AWAY","NWE",1,5400
"1143",2015,9,"Mike Tolbert","RB","CAR","HOME","GNB",0.7,5200
"1144",2015,9,"Tre Mason","RB","STL","AWAY","MIN",0.4,4900
"1145",2015,9,"Bruce Miller","RB","SFO","HOME","ATL",0.4,4500
"1146",2015,9,"Matt Asiata","RB","MIN","HOME","STL",0.4,4500
"1147",2015,9,"Tevin Coleman","RB","ATL","AWAY","SFO",0.3,5000
"1148",2015,9,"Jordan Todman","RB","PIT","HOME","OAK",0.3,4700
"1149",2015,9,"Bobby Rainey","RB","TAM","HOME","NYG",0.3,4600
"1150",2015,9,"Denard Robinson","RB","JAC","AWAY","NYJ",0.2,5300
"1151",2015,9,"Ronnie Hillman","RB","DEN","AWAY","IND",0.1,6400
"1152",2015,9,"Alonzo Harris","RB","GNB","AWAY","CAR",0,4500
"1153",2015,9,"John Kuhn","RB","GNB","AWAY","CAR",0,4500
"1154",2015,9,"Damien Williams","RB","MIA","AWAY","BUF",0,4900
"1155",2015,9,"Terron Ward","RB","ATL","AWAY","SFO",0,4500
"1156",2015,9,"Darrel Young","RB","WAS","AWAY","NWE",0,4500
"1157",2015,9,"Kenjon Barner","RB","PHI","AWAY","DAL",0,4500
"1158",2015,9,"Jonas Gray","RB","MIA","AWAY","BUF",0,5000
"1159",2015,9,"Benny Cunningham","RB","STL","AWAY","MIN",0,4900
"1160",2015,9,"Tommy Bohanon","RB","NYJ","HOME","JAC",0,4500
"1161",2015,9,"Juwan Thompson","RB","DEN","AWAY","IND",0,4900
"1162",2015,9,"Patrick DiMarco","RB","ATL","AWAY","SFO",0,4500
"1163",2015,9,"Cedric Peerman","RB","CIN","HOME","CLE",0,4500
"1164",2015,9,"Anthony Dixon","RB","BUF","HOME","MIA",0,4600
"1165",2015,9,"Tim Hightower","RB","NOR","HOME","TEN",0,4500
"1166",2015,9,"Bernard Pierce","RB","JAC","AWAY","NYJ",0,4500
"1167",2015,9,"Eddie Lacy","RB","GNB","AWAY","CAR",-1,6700
"1168",2015,9,"Marcus Murphy","RB","NOR","HOME","TEN",-2,4500
"1169",2015,9,"Antonio Brown","WR","PIT","HOME","OAK",37.1,8700
"1170",2015,9,"Cole Beasley","WR","DAL","HOME","PHI",27.7,5200
"1171",2015,9,"Sammy Watkins","WR","BUF","HOME","MIA",26.8,6200
"1172",2015,9,"Michael Crabtree","WR","OAK","AWAY","PIT",26.3,5800
"1173",2015,9,"Jordan Matthews","WR","PHI","AWAY","DAL",23.8,6300
"1174",2015,9,"Allen Hurns","WR","JAC","AWAY","NYJ",20.7,6800
"1175",2015,9,"Alshon Jeffery","WR","CHI","AWAY","SDG",20.1,7900
"1176",2015,9,"Dez Bryant","WR","DAL","HOME","PHI",18.9,7900
"1177",2015,9,"Julio Jones","WR","ATL","AWAY","SFO",18.7,9200
"1178",2015,9,"Amari Cooper","WR","OAK","AWAY","PIT",18.3,7300
"1179",2015,9,"Emmanuel Sanders","WR","DEN","AWAY","IND",18,7600
"1180",2015,9,"Randall Cobb","WR","GNB","AWAY","CAR",17.9,7400
"1181",2015,9,"Mike Evans","WR","TAM","HOME","NYG",17.2,7500
"1182",2015,9,"Eric Decker","WR","NYJ","HOME","JAC",16.9,6300
"1183",2015,9,"Brandin Cooks","WR","NOR","HOME","TEN",15.1,7100
"1184",2015,9,"Allen Robinson","WR","JAC","AWAY","NYJ",15.1,7200
"1185",2015,9,"Odell Beckham Jr.","WR","NYG","AWAY","TAM",15,9000
"1186",2015,9,"Davante Adams","WR","GNB","AWAY","CAR",14.8,5100
"1187",2015,9,"Devin Funchess","WR","CAR","HOME","GNB",14.6,4600
"1188",2015,9,"Jarvis Landry","WR","MIA","AWAY","BUF",14.56,7000
"1189",2015,9,"Brandon LaFell","WR","NWE","HOME","WAS",12.7,5200
"1190",2015,9,"Mohamed Sanu","WR","CIN","HOME","CLE",12.5,4900
"1191",2015,9,"Willie Snead","WR","NOR","HOME","TEN",12.5,6100
"1192",2015,9,"Rueben Randle","WR","NYG","AWAY","TAM",12.5,5500
"1193",2015,9,"Brandon Marshall","WR","NYJ","HOME","JAC",12.4,8100
"1194",2015,9,"Julian Edelman","WR","NWE","HOME","WAS",12,8000
"1195",2015,9,"Corey Brown","WR","CAR","HOME","GNB",10.8,4700
"1196",2015,9,"T.Y. Hilton","WR","IND","HOME","DEN",10.7,7700
"1197",2015,9,"Martavis Bryant","WR","PIT","HOME","OAK",10.6,6900
"1198",2015,9,"Marvin Jones","WR","CIN","HOME","CLE",10.3,5200
"1199",2015,9,"Steve Johnson","WR","SDG","HOME","CHI",10.3,5400
"1200",2015,9,"Kenny Britt","WR","STL","AWAY","MIN",10.2,4800
"1201",2015,9,"Dorial Green-Beckham","WR","TEN","AWAY","NOR",10.2,4900
"1202",2015,9,"Tavon Austin","WR","STL","AWAY","MIN",10.1,5700
"1203",2015,9,"Griff Whalen","WR","IND","HOME","DEN",9.8,4500
"1204",2015,9,"Harry Douglas","WR","TEN","AWAY","NOR",9.8,4500
"1205",2015,9,"Jerricho Cotchery","WR","CAR","HOME","GNB",9.7,4600
"1206",2015,9,"Justin Hunter","WR","TEN","AWAY","NOR",9.2,4600
"1207",2015,9,"Pierre Garcon","WR","WAS","AWAY","NWE",9,6300
"1208",2015,9,"Kenny Stills","WR","MIA","AWAY","BUF",8.9,4500
"1209",2015,9,"Seth Roberts","WR","OAK","AWAY","PIT",8.8,5000
"1210",2015,9,"Quinton Patton","WR","SFO","HOME","ATL",8.5,4500
"1211",2015,9,"Jamison Crowder","WR","WAS","AWAY","NWE",8,5700
"1212",2015,9,"Demaryius Thomas","WR","DEN","AWAY","IND",7.5,8400
"1213",2015,9,"Rishard Matthews","WR","MIA","AWAY","BUF",7.4,6500
"1214",2015,9,"A.J. Green","WR","CIN","HOME","CLE",7.3,8500
"1215",2015,9,"Brandon Coleman","WR","NOR","HOME","TEN",6.8,4800
"1216",2015,9,"James Jones","WR","GNB","AWAY","CAR",6.7,6000
"1217",2015,9,"Kenbrell Thompkins","WR","NYJ","HOME","JAC",6.5,4500
"1218",2015,9,"Stefon Diggs","WR","MIN","HOME","STL",5.7,7400
"1219",2015,9,"Torrey Smith","WR","SFO","HOME","ATL",5.4,5500
"1220",2015,9,"Marques Colston","WR","NOR","HOME","TEN",5.2,5500
"1221",2015,9,"Danny Amendola","WR","NWE","HOME","WAS",5.2,5300
"1222",2015,9,"Dwayne Bowe","WR","CLE","AWAY","CIN",4.6,4500
"1223",2015,9,"Donte Moncrief","WR","IND","HOME","DEN",4.5,6400
"1224",2015,9,"Terrance Williams","WR","DAL","HOME","PHI",4.2,5600
"1225",2015,9,"Travis Benjamin","WR","CLE","AWAY","CIN",3.7,6000
"1226",2015,9,"Justin Hardy","WR","ATL","AWAY","SFO",3.7,4500
"1227",2015,9,"Andre Roberts","WR","WAS","AWAY","NWE",3.6,4800
"1228",2015,9,"Marc Mariani","WR","CHI","AWAY","SDG",3.3,4500
"1229",2015,9,"Bennie Fowler","WR","DEN","AWAY","IND",3.2,4900
"1230",2015,9,"Jeremy Kerley","WR","NYJ","HOME","JAC",3.2,5100
"1231",2015,9,"Miles Austin","WR","PHI","AWAY","DAL",3.2,5200
"1232",2015,9,"DeSean Jackson","WR","WAS","AWAY","NWE",3,5600
"1233",2015,9,"Charles Johnson","WR","MIN","HOME","STL",3,5000
"1234",2015,9,"Ted Ginn Jr.","WR","CAR","HOME","GNB",2.5,5300
"1235",2015,9,"Roddy White","WR","ATL","AWAY","SFO",2.5,5300
"1236",2015,9,"Stedman Bailey","WR","STL","AWAY","MIN",2.3,4500
"1237",2015,9,"Dontrelle Inman","WR","SDG","HOME","CHI",2.3,5000
"1238",2015,9,"Josh Huff","WR","PHI","AWAY","DAL",2,5300
"1239",2015,9,"Marquess Wilson","WR","CHI","AWAY","SDG",2,4800
"1240",2015,9,"Bruce Ellington","WR","SFO","HOME","ATL",1.9,4500
"1241",2015,9,"Jarius Wright","WR","MIN","HOME","STL",1.7,4900
"1242",2015,9,"Lucky Whitehead","WR","DAL","HOME","PHI",1.3,4600
"1243",2015,9,"Josh Bellamy","WR","CHI","AWAY","SDG",1.1,4700
"1244",2015,9,"Brandon Tate","WR","CIN","HOME","CLE",0.9,4700
"1245",2015,9,"Donteea Dye","WR","TAM","HOME","NYG",0.9,4500
"1246",2015,9,"Mike Wallace","WR","MIN","HOME","STL",0.9,5300
"1247",2015,9,"Taylor Gabriel","WR","CLE","AWAY","CIN",0.8,5000
"1248",2015,9,"Bradley Marquez","WR","STL","AWAY","MIN",0.8,4500
"1249",2015,9,"Dwayne Harris","WR","NYG","AWAY","TAM",0.6,5300
"1250",2015,9,"Brian Quick","WR","STL","AWAY","MIN",0.4,4700
"1251",2015,9,"Markus Wheaton","WR","PIT","HOME","OAK",0.3,4800
"1252",2015,9,"Riley Cooper","WR","PHI","AWAY","DAL",0,5300
"1253",2015,9,"Chris Hogan","WR","BUF","HOME","MIA",0,5100
"1254",2015,9,"Darrius Heyward-Bey","WR","PIT","HOME","OAK",0,4900
"1255",2015,9,"Marcus Easley","WR","BUF","HOME","MIA",0,4500
"1256",2015,9,"Eric Weems","WR","ATL","AWAY","SFO",0,4500
"1257",2015,9,"Malcom Floyd","WR","SDG","HOME","CHI",0,6100
"1258",2015,9,"Jerome Simpson","WR","SFO","HOME","ATL",0,4700
"1259",2015,9,"Cordarrelle Patterson","WR","MIN","HOME","STL",0,4500
"1260",2015,9,"Geremy Davis","WR","NYG","AWAY","TAM",0,4500
"1261",2015,9,"Seyi Ajirotutu","WR","PHI","AWAY","DAL",0,4500
"1262",2015,9,"Ryan Grant","WR","WAS","AWAY","NWE",0,4600
"1263",2015,9,"Devin Smith","WR","NYJ","HOME","JAC",0,4700
"1264",2015,9,"Cody Latimer","WR","DEN","AWAY","IND",0,4500
"1265",2015,9,"Jeff Janis","WR","GNB","AWAY","CAR",0,4500
"1266",2015,9,"Andre Caldwell","WR","DEN","AWAY","IND",0,4500
"1267",2015,9,"Cameron Meredith","WR","CHI","AWAY","SDG",0,4500
"1268",2015,9,"Andre Holmes","WR","OAK","AWAY","PIT",0,5100
"1269",2015,9,"Robert Woods","WR","BUF","HOME","MIA",0,4900
"1270",2015,9,"Andre Johnson","WR","IND","HOME","DEN",0,5600
"1271",2015,9,"DeAndrew White","WR","SFO","HOME","ATL",0,4500
"1272",2015,9,"Sammie Coates","WR","PIT","HOME","OAK",0,4500
"1273",2015,9,"Matthew Slater","WR","NWE","HOME","WAS",0,4500
"1274",2015,9,"Aaron Dobson","WR","NWE","HOME","WAS",0,4500
"1275",2015,9,"Nick Williams","WR","ATL","AWAY","SFO",0,4500
"1276",2015,9,"Devin Street","WR","DAL","HOME","PHI",0,4900
"1277",2015,9,"Adam Thielen","WR","MIN","HOME","STL",0,4500
"1278",2015,9,"Denarius Moore","WR","BUF","HOME","MIA",0,4500
"1279",2015,9,"Jacoby Jones","WR","PIT","HOME","OAK",0,4500
"1280",2015,9,"Greg Jennings","WR","MIA","AWAY","BUF",0,4500
"1281",2015,9,"Russell Shepard","WR","TAM","HOME","NYG",0,4500
"1282",2015,9,"Delanie Walker","TE","TEN","AWAY","NOR",27,5500
"1283",2015,9,"Tyler Eifert","TE","CIN","HOME","CLE",25.8,5800
"1284",2015,9,"Owen Daniels","TE","DEN","AWAY","IND",19.2,4700
"1285",2015,9,"Richard Rodgers","TE","GNB","AWAY","CAR",16.4,4800
"1286",2015,9,"Martellus Bennett","TE","CHI","AWAY","SDG",15.7,5400
"1287",2015,9,"Greg Olsen","TE","CAR","HOME","GNB",14.6,6400
"1288",2015,9,"Garrett Celek","TE","SFO","HOME","ATL",14.2,4500
"1289",2015,9,"Anthony Fasano","TE","TEN","AWAY","NOR",10.8,4500
"1290",2015,9,"Antonio Gates","TE","SDG","HOME","CHI",9.9,6000
"1291",2015,9,"Jordan Reed","TE","WAS","AWAY","NWE",9.3,5700
"1292",2015,9,"Jacob Tamme","TE","ATL","AWAY","SFO",9.1,5200
"1293",2015,9,"Josh Hill","TE","NOR","HOME","TEN",9.1,4700
