FPPG,ID,Location,Name,Opponent,Position,Salary,Team,Projection 1,Projection 2,Projection 3,Projection 4,Projection 5,Projection 6,Projection 7,Projection 8,Projection 9,Projection 10,Projection 11,Projection 12,Projection 13,Projection 14,Projection 15,Projection 16,Projection 17,Projection 18,Projection 19,Projection 20,Projection 21,Projection 22,Projection 23,Projection 24,Projection 25,Projection 26,Projection 27,Projection 28,Projection 29,Projection 30,Projection 31,Projection 32,Projection 33,Projection 34,Projection 35,Projection 36,Projection 37,Projection 38,Projection 39,Projection 40,Projection 41,Projection 42,Projection 43,Projection 44,Projection 45,Projection 46,Projection 47,Projection 48,Projection 49,Projection 50,Mean,Median,Standard Deviation
14.7,14187,DEN,A.J. Green,DEN,WR,8400,CIN,14.5209193539,14.0590245316,15.0760808079,14.9366464687,14.9552114734,15.0315308517,17.7873602131,13.7842316753,14.5337351618,11.5413319412,13.773299964,16.2091875543,13.6268353779,11.7656702487,14.1842643608,13.8991228826,12.7526229134,16.666145861,10.8715697311,16.564411726,17.6688911455,16.7719147273,13.0650116608,18.7913336412,13.4377758349,14.2219203828,13.2726807333,12.9315960419,16.9550288996,11.3954423434,17.4401693087,15.7463564024,15.2460458432,14.407738029,13.8776518069,13.9248296979,15.9095368998,12.6462801869,16.8375051449,13.1406798682,12.3434232424,14.6567666318,15.0722771432,14.7705046307,14.4675785408,15.369884178,13.418408523,12.0615879501,13.9654609717,13.90563775,14.4851824252,14.3148292059,1.74878277283
9.3,22103,DEN,Marvin Jones,DEN,WR,5900,CIN,9.91732023344,8.9659138845,8.48732478999,9.65286951605,9.95650827964,9.5047131696,9.17751926726,9.17288856679,8.22104351783,9.29712743884,9.10309957121,8.38729019265,8.85704321238,10.1119892203,10.1112618583,10.1609718193,9.22887943922,10.8513670984,9.24686131331,10.0575129679,10.556592047,9.86633337459,8.36940847161,11.3759541877,7.62019914124,9.30886553235,9.15774104053,8.23319909341,9.76170910307,8.6933720653,9.44320510344,10.0689373042,9.35424886807,8.88065586453,8.86241149602,10.0349317289,9.0751431293,8.63464760039,9.42530852402,9.27236520734,8.39280184135,8.94462607395,10.2279729723,9.40037820401,10.1901554365,10.0342002357,8.75193062507,7.64683434109,9.07060658954,10.9786884763,9.36205858071,9.28474632309,0.794895447332
13.2,11432,DEN,Demaryius Thomas,CIN,WR,7800,DEN,12.5992599756,12.3080655,14.0729613905,11.7744180943,12.1961087644,14.5607770331,13.105728939,12.357023162,12.1820552561,12.8107294749,13.1261243169,13.7643249856,11.514729103,12.7853614726,12.9141196844,12.9824726837,13.1155496056,12.9568049048,12.8457714861,12.7142225548,11.7876221692,12.1797237287,12.3478223327,11.6849836755,13.272628461,14.0128816475,12.4556882446,12.3982539026,14.0512439204,13.1021976694,10.3419647455,12.7633022093,14.49803663,17.0004347659,12.6608708941,13.7662328646,12.9477525904,12.6866804749,12.2254319573,13.2314012288,12.5007087468,13.1524730149,11.6843928284,13.7558594288,12.8350421324,10.5156163382,13.1796841167,11.4430306775,12.4993917414,13.2672787154,12.8187048048,12.7980454737,1.04298496876
12.4,11505,DEN,Emmanuel Sanders,CIN,WR,7500,DEN,11.8789354946,11.7663594381,13.4329379078,11.1080875206,11.0168024114,13.9249272312,12.5743552083,11.7473327804,11.094434439,12.3523149892,12.2997206444,13.2274648221,10.7504433464,12.5743534647,12.2451891847,12.573593488,12.4258776864,12.2253884808,12.0184597757,12.0764444865,11.2539865599,10.3087990831,11.8158498755,11.1107560223,12.6125660939,12.9875383944,11.8618489589,11.9550132598,13.4875796383,12.3539185319,9.09322374773,12.3603078335,13.7450885732,15.4668043606,12.5599196722,13.7097869013,12.326030513,11.9382267048,11.5436049881,12.4716940952,11.3947136316,11.7858616969,11.1735430281,12.9547529085,11.8581946712,9.99691288514,12.5099629242,10.6628676247,11.5685529568,12.5214640957,12.0940558606,12.1509164837,1.06318736198
1.9,6753,DEN,Andre Caldwell,CIN,WR,4500,DEN,2.25296853827,2.24900350794,2.37053385026,2.18337314074,2.22629647001,2.24508080031,2.19119879952,2.26342517514,2.21716391404,2.36468639862,2.51773940162,2.6098459637,2.46555668598,2.25144179187,2.38183846633,2.33702399822,2.31276489686,2.39654007896,2.37785080654,2.37124394562,2.30247771691,2.25960965475,2.27435751096,2.29893790476,2.337188897,2.23626528589,2.33128738927,2.3334285305,2.42229660706,2.31888821643,2.43489091105,2.35885694678,2.90590906676,2.36330058718,2.36590381651,2.23885584998,2.33808006669,2.31072941186,2.41152059693,2.51552006864,2.45606463454,2.49226326555,2.33072102549,2.1754901824,2.61272410631,2.41593315325,3.21572311997,2.26088798544,2.14656633819,2.29663684593,2.36693784647,2.33522626436,0.177370112764
11.4,26458,SEA,Tavon Austin,SEA,WR,6300,STL,12.0417831941,10.2825592685,11.1105590697,11.1996010254,10.7490762481,9.56022471153,9.76899265284,10.8384583919,11.2555594657,10.9772581685,11.3291447641,11.3843870362,11.5025676795,11.7107187574,11.6615120645,11.5725158472,10.8134792297,10.6900035197,11.329524682,11.8218667695,12.0242569669,7.82877319216,11.8592553047,11.0365701167,11.5475387461,10.7952370533,10.6469025696,10.2789161321,12.5314275941,10.077121766,11.2143474139,11.2680326555,12.8976709684,10.995028711,9.6609208046,10.4602019763,11.4501404488,9.55380850187,10.7258691699,11.5460734949,9.85385127403,11.0771661763,12.0791805856,11.0444385094,11.0980605443,11.8232673684,10.9676002375,10.0609832208,12.7402063739,13.4437079111,11.0837269667,11.104309807,0.951788153198
5.9,6535,SEA,Kenny Britt,SEA,WR,5200,STL,5.16164733754,6.01477231515,6.55592254995,6.35833857502,6.22023301781,6.39418657879,6.13907282637,5.38384046896,6.50980450671,5.96181688411,5.59766943425,5.58800183616,6.28081765765,7.85169849887,4.50133257295,5.59326083372,6.0977836721,5.79331321368,5.5208833334,6.14845226028,5.56521896727,6.26310546086,6.24030073368,5.10251324666,6.15751599341,6.61262444856,6.92122034676,6.05853824972,8.06857346096,6.20692641045,6.18346389276,5.96511879487,6.210458398,5.40941409426,6.45377537589,5.47521799151,5.78404265964,5.84916946851,6.11291654131,5.86428267052,7.177060635,5.86559076717,4.76784711158,5.98971641454,5.7433375024,5.31701281842,6.47834829601,5.78466579978,5.93076347765,6.46899361071,6.03401164025,6.03665528243,0.634994874843
14.4,14626,SEA,Doug Baldwin,STL,WR,7700,SEA,13.9080813463,13.3766495104,14.2389619249,13.8455324247,13.4892291299,13.2641928351,14.1826598746,13.3258079116,13.4249848401,13.6766074559,12.8292849535,13.4556306706,13.6220054536,13.6330030811,12.9581910258,13.826741836,14.4628755075,14.6561949387,14.2114090376,13.4975901163,12.7446481884,13.2889383323,13.0707419737,13.409923303,13.9982521868,13.4959547397,14.1185190656,12.0451298065,13.0876810374,14.5655460408,13.2479783868,13.1309794085,13.3003861879,12.8907099013,13.6236751212,14.9863644436,13.9417809351,14.8143297143,12.692858863,13.5127259192,13.1571807324,14.2289715657,13.7831668461,13.2316038846,14.3526981188,13.4593452917,12.6113804618,12.9710462124,14.1393464718,13.6492554826,13.5887350499,13.496772428,0.599958407347
7.2,22219,SEA,Jermaine Kearse,STL,WR,5800,SEA,7.19932111347,7.11212003769,7.60684755054,6.8961858238,7.39540475628,7.03666282155,6.86913927653,7.27599127432,6.65378035978,7.1288906353,7.27632166447,6.96910284546,6.30267838365,7.10231169634,6.82399165955,6.48623390868,7.3276130994,6.79055376131,7.30393936057,7.21677320407,7.15308271414,6.70855922424,7.68590008283,7.08464849925,7.33880787064,7.07360882219,7.51621369992,7.44156708521,8.61560373803,7.49792206534,6.89192223208,7.1273499997,7.08913674324,7.11990508996,7.47404734393,7.1534840791,7.54086340392,6.96884789985,6.77929133385,7.19849977534,7.03211218026,6.94476755737,7.1049800891,7.26588141257,6.15222915552,6.6966217573,7.60244196952,7.30399504421,6.80905408661,7.35458312589,7.12999582628,7.12362754483,0.383493625878
0.7,30012,SEA,Kevin Smith,STL,WR,4500,SEA,1.23139912298,1.37683416091,1.44113351817,1.20513797842,1.18351200508,1.31289830496,1.37782547092,1.39487033115,1.16579140945,1.36059752755,1.31338443749,1.34610197093,1.22976714606,1.39197810645,1.2840486425,1.39141322905,1.35638669714,1.43543808263,1.4021656747,1.35953650838,1.46897186454,1.32966348646,1.31945265263,1.3559312976,1.31905360933,1.33564490891,1.35610677166,1.28652163998,1.40390263832,1.37928042157,1.46370051633,1.39362272187,1.42779715492,1.37563962206,1.38766055667,1.28470214967,1.38104188363,1.30395760031,1.3115987858,1.31629057168,1.46077225386,1.26488111498,1.38148467172,1.37590296969,1.39003776568,1.38081124333,1.2891591271,1.34974548856,1.25076464753,1.87806875277,1.35564778428,1.35796160276,0.101566083638
18.5,14190,ATL,Julio Jones,CAR,WR,8600,ATL,17.5102757743,17.7023982993,16.2655507196,17.7578573392,19.7763247171,14.6744852393,17.5469607458,15.3857856665,19.3806406331,18.5191047358,15.7897300357,16.096359342,16.771737877,14.62218466,14.9862482791,16.928638038,16.4948003458,17.1966722821,21.273073043,18.2794275077,15.4147978858,16.498117324,14.5305012395,16.0647792277,13.4010791709,17.9284340127,18.1574818559,15.862000242,17.8239895439,15.5301764213,24.5329692566,18.4724683962,16.0851315327,15.2670952014,18.5001207005,15.4684886302,19.4627497458,19.5172941051,14.8133782965,18.3841993881,15.2401385615,14.9308425294,17.3026657722,16.1814470111,19.2134776844,16.5847361231,16.582620758,16.5724331342,16.1470307376,17.1488407418,17.0115548102,16.5836784405,1.93849619719
4.8,6618,ATL,Roddy White,CAR,WR,5600,ATL,4.5714078858,5.17229040458,4.92034397911,5.09422346388,5.06670490389,5.16219133854,5.21070666625,4.76949679861,5.19989716089,5.86221034583,5.11706420242,4.85534293763,4.78607256006,4.60768451076,5.57024230904,5.7463895516,4.95105763565,4.86660917065,4.90108202565,5.33739239431,5.59329874313,4.95906106497,4.7739409323,4.7543675779,5.33637817816,5.07713569302,6.07372021916,4.97532722207,5.13157996843,5.37164008364,5.29118596145,4.56715393565,5.26494315838,4.94973954769,4.98568835428,4.61820701662,4.9349775173,4.77818177705,4.51577507761,4.84830711048,5.24429281522,5.08432004788,5.01210998555,4.87927288596,4.60221036929,5.24640838471,4.96114110988,4.88980131867,4.69803978565,5.05833592487,5.04489904024,4.98050778818,0.328737689644
11.5,6627,ATL,Ted Ginn Jr.,ATL,WR,7100,CAR,11.5360405709,11.3231601839,11.5136258856,12.8236218054,11.2617143175,11.135514694,11.2736122649,10.7865955395,16.8128140046,11.9774066107,11.7259886595,10.8345382727,11.2699765035,11.1465934637,11.2873139989,12.4757215009,11.0104363837,11.5645716758,14.7570429256,11.6156434314,11.1701346101,10.4949967002,10.7575437895,10.9316303424,9.83178953006,11.8562999999,10.9684878351,11.7683838467,11.0108488852,11.2187746888,10.4876708948,11.0328793008,11.1561377041,10.3076519548,11.4466099083,10.3454074673,10.6310148696,10.9896188474,10.5429880545,10.8647155504,10.6622330039,8.09604049878,11.2300121091,11.6392658001,11.5598544691,11.111733661,10.152304077,10.9326436164,10.6561232659,10.6671264177,11.2530570878,11.1410540789,1.17118073717
6.3,27134,TEN,Dorial Green-Beckham,HOU,WR,5700,TEN,5.72006790973,6.56439474503,5.89431253064,6.35691600293,6.55085613962,6.2160384721,6.35780917555,6.12137575237,6.04731423419,6.8213554242,6.61767537033,6.44307343834,7.34017221608,7.6249628323,6.00996229583,7.0209169408,5.04689016552,6.59952212672,5.85547688825,5.81776371089,6.82685299327,6.10211939126,6.27633411895,5.93333596801,6.52641321058,6.81115648026,7.36190748009,5.49941107694,6.24988725143,5.87977721632,6.90584784421,6.29940299621,6.61046462408,5.68871679834,6.70164782144,5.74475819401,6.59482798249,6.53256166668,7.08948522898,6.12864227261,6.23875243452,6.37334998006,6.59489143094,6.28519095475,6.62840049106,6.25198185717,6.22914155658,6.19790649779,6.44385516796,6.2191703938,6.36506095504,6.32815949957,0.479950793369
4.7,10030,TEN,Harry Douglas,HOU,WR,5500,TEN,4.31541496173,5.11661802873,4.66501992731,5.03002398415,5.17270066961,4.86935040198,4.94341483243,4.96426508322,4.79658141952,5.46990571914,5.17392866843,4.90798834327,6.21947093427,5.89928555842,4.81643560126,5.34254123483,4.36329579019,4.70713234649,4.35158146252,4.81652196123,5.48509536732,4.72865314659,4.79791544092,4.81247969036,5.15430597762,5.14655341335,6.00229111619,4.49009283559,5.03145685968,4.78631727611,5.18816488161,4.92361805979,5.04956094682,4.70015995086,5.47881956435,4.53030932809,5.65399995438,4.76709143987,6.0740710668,4.64750628035,4.63597506891,5.05393069015,5.22727645717,4.91154600413,5.01307318195,4.7881320629,4.97989048417,4.77953866017,4.81805166903,5.09687148792,5.01388450584,4.93351644611,0.418243910959
17.3,16606,TEN,DeAndre Hopkins,TEN,WR,8500,HOU,17.3121907539,18.3633277998,15.4285082017,14.1200348241,18.7385719816,16.6221979887,16.0817178346,24.8508672445,15.3965333214,15.379151461,17.316746345,16.01866086,19.2454460613,15.8766023264,15.3461813846,21.8741942193,15.2468553657,14.8606823323,15.4490523255,16.9099798044,16.3827732961,16.2563742767,27.8357848028,16.2631373623,18.0701052655,15.5652647569,14.0638184874,18.3942349965,14.7607685348,16.7677482831,16.8323521556,16.2111135607,15.8770278372,21.5080560019,13.3462843075,17.2872032011,16.3087185516,15.2509504336,16.1170676383,16.6510162153,17.6973887506,15.1305498381,19.6675038667,17.3202157375,15.1442699037,17.53133578,18.5250780423,15.9931216272,14.8739049357,15.5371005771,16.9521554292,16.2597558195,2.56955385158
8.4,6610,TEN,Nate Washington,TEN,WR,5200,HOU,7.56444029768,9.17875832457,8.20890263362,8.21044950517,7.75603448937,8.21140510093,9.0378708945,7.78177056319,8.12411886266,8.10033198125,8.76797212065,8.16530163764,8.61751160884,8.66641421083,7.97731989159,9.0986093803,7.992040506,9.36937650807,8.82408834125,7.80543682713,8.14290763766,8.54839102539,8.52081634674,7.8332778605,8.0541309628,9.23873857548,7.88900337052,8.72578322302,7.83273159075,8.17385147953,8.61586808064,8.34399555058,8.74473081327,8.31303805378,7.9124162264,8.1482518465,8.55676413007,9.29434351288,9.64126452448,8.75307942332,8.56696959176,8.60618374116,8.93439876881,8.04442623213,8.90370377366,8.36118949594,7.64007174576,8.24910722813,7.89109243383,8.18088439373,8.40239130649,8.28107264096,0.489819588014
15.8,7859,NYJ,Julian Edelman,NYJ,WR,7300,NWE,14.7469810634,14.4275416864,16.7780400624,14.7873816948,14.4129235879,15.7427860971,14.2912769702,14.7308334342,15.9304129405,15.4742449014,15.6027346452,15.2126029217,15.0879081611,16.2918613314,14.6971238863,14.858029595,13.4957937946,15.7797904374,15.0807674105,15.9678082526,15.1826509844,14.7634349915,13.714038785,14.060006686,15.5226799129,15.092423122,14.5301320367,13.702005442,15.5486874043,15.0052645917,14.2166858642,14.8066009236,15.2338319221,13.1697397414,15.6334295831,15.0257976959,14.6807498427,14.0220748061,14.6798518115,14.894345855,14.5731144542,15.700385806,15.6785025579,14.0912776061,14.6192040497,15.9059813682,15.1523329824,14.3770980616,14.5733673364,14.9752147683,14.9305550773,14.876187725,0.723777883442
7.3,11495,NYJ,Brandon LaFell,NYJ,WR,6300,NWE,6.34624588103,7.30010060973,7.42470171326,7.37638430554,7.66550752893,7.23079278491,7.08508646111,7.08031509742,8.38476346593,7.50002750284,6.83634893853,6.92817650177,10.0254513933,6.93181743494,9.54679230398,8.07972580363,7.69933517747,8.47262009373,6.85668312909,6.94421843545,8.20101640204,7.005129676,10.3177996617,7.1442538078,9.51844506685,5.89904285873,8.15953033166,7.47464961616,6.96185877947,7.09751652965,6.68202214937,7.33592837473,7.34301873921,7.17918583164,7.09176022233,9.39145118215,7.01288977111,6.73575256118,6.91178655715,7.5346838337,7.70595084705,7.50669074066,7.1467019142,10.0363442144,7.80889254679,7.60107604125,7.01435044278,6.82831539958,7.75611127114,6.63960296376,7.57513705794,7.31801449223,0.962343867723
16.8,6759,NYJ,Brandon Marshall,NWE,WR,8300,NYJ,16.1068284044,16.0092334411,16.4020311281,16.2004382322,15.6603605549,16.017779709,14.9143214132,15.2144027188,15.0856662777,16.5333938877,14.7343271383,16.0388818597,15.2640830253,16.8557717654,15.5713672538,16.3208955648,15.3612163358,16.0456839921,16.1130579616,16.6894910358,15.9781218748,14.5819732056,14.2419367562,15.8845843845,15.7977875353,16.4853841932,15.4542675692,14.3893403935,17.2363873237,14.4994311867,14.8543911483,15.4354636628,16.1237945032,15.1216672422,17.3206315619,16.1771805666,16.4601751013,15.4102353088,15.5376247462,15.5077861533,14.2671906813,17.1580336453,16.6090885611,16.5416952301,15.5172809151,14.5721266365,15.1682655916,15.254978602,15.1863080521,15.6491621114,15.7112305229,15.6547613332,0.771019957769
14.4,11501,NYJ,Eric Decker,NWE,WR,7600,NYJ,13.528706556,13.6759976719,14.1724827656,14.379365339,13.3969099561,13.9137292403,13.5586142273,13.6328754455,13.7184968722,14.4732840726,13.6604858034,13.7814403716,13.4064663582,14.7773732071,14.0533409079,13.9421527013,13.6504284752,14.2940651871,13.9419363252,14.6440344634,13.4674866708,13.0015986669,12.6504203537,13.3774352606,14.6804596003,14.7470520569,13.2595264345,13.0397904261,15.3240365359,13.1059641981,13.2479783868,13.7090198092,13.6852511768,13.7398365744,14.53795097,13.6314048259,13.7030829908,13.6643961112,13.534442881,13.8263220812,12.9681146269,15.6753178553,14.5928359477,13.7345861901,13.8703833503,12.8353048539,13.3145559728,13.3110742495,13.5160816964,13.7789729013,13.802657392,13.6941670838,0.60708167135
11.4,14257,ARI,Randall Cobb,ARI,WR,6800,GNB,10.8301890604,10.7315756349,11.6748448278,10.8214023628,10.7821946245,10.9471836351,10.9457214205,12.7729016979,10.3946264212,10.8022172335,10.1714961114,10.8622031563,11.2772065744,11.8079198508,10.9967245641,10.9597485174,10.6883178266,10.356034818,11.3393674061,11.3535918296,13.0969840509,12.0726619648,11.2495923087,10.4344874427,9.90526534883,11.1285943924,11.6046747124,11.3842123089,14.0258490477,10.7415739364,11.1549906949,9.13250521458,10.6493434196,10.9914443835,12.1449380311,11.6335460244,10.9277727045,10.5570040807,11.1488681197,10.594161287,10.4078822116,10.5617171211,11.2742459883,11.0842521447,11.7912476358,11.0905695421,10.2863037585,11.1008996937,11.7155841856,11.914545868,11.1264237039,10.9940844738,0.791491502978
6.2,45889,ARI,Davante Adams,ARI,WR,5600,GNB,6.22097219599,5.91119573942,5.97521172638,6.35871588587,6.43433249127,6.44485506837,6.42666190052,8.19740925819,8.47038186628,6.23263383534,5.71003778696,5.75407153963,5.94128041347,5.78599945462,5.97411752814,6.49513191314,5.74149068194,5.50643850336,6.08759034437,5.29550287413,6.84300710391,6.20141605628,6.4620439368,6.24607176795,6.65756707914,5.92614773447,6.49097215576,6.59797402548,6.01581955581,5.97742786667,5.81493652382,8.38944362989,6.4831523533,6.37687360668,6.00670663033,6.11285782508,5.08353895171,5.75363417586,6.3715768013,6.18426915339,5.98281635534,7.01030686122,7.93814104596,6.25611322465,6.38127541956,5.62424977654,6.36426929292,8.71974956133,6.38007594713,6.27680199488,6.35786534841,6.23935280165,0.75813185439
14.3,6883,ARI,Larry Fitzgerald,GNB,WR,7300,ARI,13.2148688169,14.2713416173,14.0884822173,14.9742058162,13.2114591543,14.2543341627,13.5382500852,14.3549020402,14.1236930701,12.9809270324,12.4319902921,13.6650012212,13.6318780275,13.9886885513,13.9655502391,13.8150546535,13.7097304913,13.0066409159,13.545163107,13.2663374627,14.9081825549,14.2546309152,13.623782848,12.8336464716,11.2062159551,13.6409736372,13.6001109199,13.3305629954,14.4304996399,15.1800373319,13.2537137737,12.8905977539,13.1798757752,13.8286751418,12.8954363447,14.4112506903,12.5282906584,13.1270271239,13.4142940211,13.7388238492,13.0159235917,14.1801722311,13.2957697876,16.5482928141,14.6823475702,13.1005996458,12.2034532127,12.7726897396,15.0544552313,13.3526230639,13.6504290853,13.6119468839,0.865264815342
10.1,21952,ARI,Michael Floyd,GNB,WR,6300,ARI,9.98002406916,9.72053227716,9.73456710528,9.91317358705,9.74350761108,9.81894730594,10.0804506746,13.1657134274,11.5317946024,10.140937404,9.16725745416,9.92948662434,10.0805069037,10.3302153809,9.54989790326,10.8127007052,9.82042907473,9.1960600685,10.5431430037,9.30700684508,10.1691655887,10.0038084835,10.3873827581,9.4696948923,8.52289274128,10.4770168457,10.3998008173,10.5933547733,9.81309595262,10.27638588,9.71189739786,7.60488685818,10.3458478996,10.2538538116,8.05378751161,9.81169080821,9.15399353238,10.4085764764,9.39617936225,10.5849922316,9.76187304895,9.95228809677,10.2283755627,10.4088949558,10.7208647745,9.86881300009,9.21924794438,9.69273959031,10.8347121744,10.2731271618,9.97931185919,9.96615608297,0.81189080937
10.9,22035,KAN,Travis Benjamin,KAN,WR,5400,CLE,10.3602733344,10.4053621741,10.8499490606,10.3596186799,10.9576363883,9.0993364841,10.8045392437,10.1581752475,10.5082269968,10.9572640248,10.6248298097,10.4619211067,11.0390414782,11.1291097648,10.3783733224,10.857367293,10.3536828305,10.184291538,10.9271543072,11.1219419407,9.97191024704,11.0792711101,10.509049132,9.72667511346,10.5663717412,10.9903298238,11.3357595632,10.9368473419,10.9545430152,11.4780833713,10.9013756783,10.8564031018,11.0405786457,10.8064104304,11.6122201354,11.2445379542,10.4573929136,10.6129592322,10.7951767546,14.4181324367,11.0258391019,10.5811461819,12.9525982654,11.4805712742,9.31922847623,10.9511028212,10.5718207342,10.7887499344,10.6159570581,9.97494621992,10.8018816567,10.8054748371,0.779802009429
3.5,54753,KAN,Taylor Gabriel,KAN,WR,4600,CLE,3.97339074093,3.43748231346,3.78094933601,3.98590367668,3.8080343036,3.77290486842,3.8083068107,3.77075507548,3.67274378925,3.68813643482,3.88269398332,3.55395337946,3.58166269215,3.82567819351,3.99459118041,3.27580823166,3.87560394396,3.75440100681,3.71214077712,3.90880284442,3.73647768628,4.07166197374,3.75532954773,4.01037883307,3.80712845631,3.62196760568,3.84548657766,3.67955056275,3.89523702281,3.81684340715,3.99763961295,3.89402754723,4.07137274999,3.8090710728,3.59157853742,3.58514701941,3.56544678703,3.75857693301,3.84702002464,3.77018269912,3.99283152021,3.83987756928,3.99416224611,3.2243112231,3.94291084779,3.77928037855,4.12815427877,3.77178896344,3.68443851322,3.71285175436,3.78529351068,3.79403889616,0.183451774813
13.2,7283,KAN,Jeremy Maclin,CLE,WR,6900,KAN,12.9715814761,11.7796645738,12.6695466535,12.1760595367,13.4107663285,10.3392656418,12.727662543,15.389987637,13.1769558937,11.4918262779,12.3251117921,12.3686053784,12.8916028921,12.2596180065,12.7143581619,14.1973469725,14.4806418488,13.2536151518,12.0078221145,12.7454116169,11.2551104957,13.2390926105,12.8803975012,13.1065874016,13.124658306,12.1034508305,12.2581804788,12.9333349295,11.7264062546,14.7399918589,13.1299940035,12.9101939499,12.7775516917,13.1185696296,11.512436564,12.6250110737,12.7883031125,13.1983186528,13.0348288842,11.1117440285,13.0616111952,12.4734192058,13.7850554174,14.3243816003,9.17911461204,12.8583422943,14.8618183255,14.0026180985,12.3889136318,13.3249446562,12.7842366358,12.8693698978,1.08619640471
5.7,48344,KAN,Albert Wilson,CLE,WR,5100,KAN,5.9972369066,5.58941752246,6.02593235129,5.65505018053,5.0125703734,6.11116616847,5.88499037302,5.82025654847,5.43265496015,5.4181283273,5.7034239896,5.95328979535,5.71194040667,5.32229886095,6.1864472306,4.90066074154,5.97549151511,5.4318111333,5.82103663932,5.92985758918,5.59448632071,5.5930959394,5.58149795345,5.72806587988,5.8619931469,5.830331891,4.67123764199,4.89844806191,5.82725547912,5.44268904013,6.74639170378,5.22691007401,5.68045827124,7.10643132895,5.66227282503,6.01522269762,6.47840971797,5.71115779281,5.42928257426,5.67408169438,5.71608376668,5.7971306294,5.39349098613,5.27566603416,6.15152149105,5.93040889813,5.37174941437,5.83689429457,5.87528959038,5.11838037115,5.70219994248,5.71154909974,0.431871591832
14.4,24641,BUF,Sammy Watkins,DAL,WR,7700,BUF,13.517343234,12.66741654,13.7410504921,14.6033865065,13.520853065,14.4508828095,12.5201579854,13.7804174758,15.8987205583,14.2180577292,14.3153985929,13.8491440817,13.207563528,13.6104993438,13.4756812279,14.483654798,11.4073324445,13.8180368574,15.3834101677,13.6352182559,13.4674866708,13.1432551399,13.8160196351,13.9941844447,13.6249546188,13.9063239197,13.2301437873,14.3602748075,13.8778093908,12.716949324,13.7922129007,14.3376491806,14.6057806475,13.6917205685,13.1441042374,13.6437658152,14.2968113546,13.6490670365,13.4713297676,12.9171914366,12.9035150499,15.2140232678,13.0026713887,13.8760802682,14.2842206489,12.8417896311,13.0751772617,12.8693204584,14.9749829598,15.3603594696,13.7638680156,13.7163855303,0.811886722833
5.0,14704,BUF,Chris Hogan,DAL,WR,4800,BUF,5.11988897075,4.93709032616,5.19198752235,5.35665983417,5.56168984074,5.58162410224,5.17784660676,5.29504590831,4.92459709688,5.73391835798,5.17483986668,7.00837586173,5.78328211671,6.28916864148,4.4775702551,5.5655452786,5.20778637058,5.39726156246,5.16806300507,5.1692241663,3.70466863683,5.24991608577,4.71827041057,4.64350762577,5.34086861777,5.428932412,5.69238364139,5.11006726459,5.23482595317,5.02942180662,5.4569756566,5.21576015045,5.25301799868,5.22380607575,5.55032834643,4.78200852125,5.15274463119,5.87586930241,4.83876464152,5.05730105942,5.46123188479,5.16764657132,6.56791876493,5.14578373538,5.17057072547,4.61113152363,5.18576835736,5.14226221462,5.17403801499,5.70032738054,5.28015167405,5.19988694647,0.501509759686
8.2,11435,BUF,Dez Bryant,BUF,WR,7000,DAL,8.27285392126,8.27831696892,8.36899654905,8.1322177849,10.3334756215,7.80291865009,8.03092645827,7.8512467267,7.73891410483,8.32040940249,7.96119574168,9.44497696511,8.38071152507,8.09659677556,7.57512355739,7.63459365777,8.02001849003,7.87529985404,8.61081550728,8.09986930629,7.89333657609,8.02475437986,8.33681103416,8.04109065874,8.29579479975,7.78018922337,7.41863498187,7.71460697371,7.88048261933,8.31556021752,7.75342803444,8.48772209285,8.30399318605,7.75706101641,7.69164058761,7.85433175087,8.01275778234,7.98015663384,7.8230959196,8.13625294547,8.065196532,8.25500107629,7.67237929169,7.85787584585,9.00291799496,8.38179621043,8.00753545313,8.00394158642,7.85909095789,7.40487157306,8.09683571008,8.01638813619,0.481807689017
7.0,31836,BUF,Terrance Williams,BUF,WR,4800,DAL,7.13103469733,7.01604799609,7.04141600396,7.14963834469,8.51650494345,6.74449601946,6.892772197,6.77416450468,6.7405560253,6.94689700215,6.77479314199,8.84806218417,7.24783825203,6.91279160811,6.45126509902,6.86425557375,6.9675982682,6.87468038732,7.07322590293,7.02129214222,6.91957401829,6.80043768564,6.97482471571,6.95900381824,7.16128016102,6.62234124608,6.24750938188,6.6933084944,6.63580404423,7.12288666306,6.61956985827,7.07000712268,7.14062758782,6.80045163047,6.76897712456,6.90494015436,6.92193029792,7.15586670934,6.80707513277,7.06046299489,7.00147229343,7.14736453127,6.95959192153,6.881805761,7.90914786241,7.13192103515,6.66820538368,6.82524398154,6.85498249636,6.31529320055,6.98142475205,6.9207521581,0.430792509145
