"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"11419","RB","C.J.","Spiller","4.9","13","5100","JAC@NO","NO","JAC","","","",""
"30108","WR","Marquess","Wilson","6","11","5100","CHI@TB","CHI","TB","IR","Foot","",""
"48344","WR","Albert","Wilson","5.7","12","5100","CLE@KC","KC","CLE","","","",""
"6809","WR","Brian","Hartline","7.3","12","5100","CLE@KC","CLE","KC","IR","Shoulder","",""
"6681","WR","Andre","Johnson","5.5","14","5100","IND@MIA","IND","MIA","","","",""
"6724","K","Steven","Hauschka","8.9","14","5100","STL@SEA","SEA","STL","","","",""
"24847","TE","Will","Tye","5.8","11","5100","NYG@MIN","NYG","MIN","","","",""
"14358","WR","Dwayne","Harris","6.7","14","5100","NYG@MIN","NYG","MIN","Q","Shoulder","",""
"6783","WR","Lance","Moore","5.8","12","5100","SF@DET","DET","SF","","","",""
"8803","QB","Chase","Daniel","0","2","5000","CLE@KC","KC","CLE","","","",""
"43956","QB","David","Fales","0","0","5000","CHI@TB","CHI","TB","","","",""
"26355","QB","Logan","Thomas","0","0","5000","IND@MIA","MIA","IND","","","",""
"14237","TE","Kyle","Rudolph","6.6","14","5000","NYG@MIN","MIN","NYG","","","",""
"26141","QB","Ryan","Nassib","0","0","5000","NYG@MIN","NYG","MIN","","","",""
"29445","QB","Sean","Mannion","1.2","1","5000","STL@SEA","STL","SEA","","","",""
"6373","QB","Derek","Anderson","0.7","2","5000","CAR@ATL","CAR","ATL","","","",""
"25410","QB","Mike","Glennon","0","0","5000","CHI@TB","TB","CHI","","","",""
"54604","QB","Jimmy","Garoppolo","-0.1","4","5000","NE@NYJ","NE","NYJ","","","",""
"7053","QB","Matt","Flynn","0","0","5000","JAC@NO","NO","JAC","","","",""
"32058","K","Chris","Boswell","11.3","10","5000","PIT@BAL","PIT","BAL","","","",""
"8071","QB","Dan","Orlovsky","5.5","2","5000","SF@DET","DET","SF","","","",""
"44500","QB","Keith","Wenning","0","0","5000","CIN@DEN","CIN","DEN","","","",""
"24760","QB","Sean","Renfree","-0.5","2","5000","CAR@ATL","ATL","CAR","","","",""
"12556","D","Houston","Texans","6.8","13","5000","HOU@TEN","HOU","TEN","","","",""
"14696","QB","Scott","Tolzien","-0.2","2","5000","GB@ARI","GB","ARI","","","",""
"27776","RB","Tevin","Coleman","3.5","12","5000","CAR@ATL","ATL","CAR","","","",""
"8051","QB","Luke","McCown","1.6","8","5000","JAC@NO","NO","JAC","IR","Back","",""
"6814","QB","Tarvaris","Jackson","-0.1","3","5000","STL@SEA","SEA","STL","","","",""
"22234","RB","Chris","Polk","4.6","13","5000","HOU@TEN","HOU","TEN","P","Knee","",""
"6844","QB","Shaun","Hill","0.3","2","5000","NYG@MIN","MIN","NYG","","","",""
"31871","RB","Charles","Sims","8.7","14","5000","CHI@TB","TB","CHI","","","",""
"6870","TE","Vernon","Davis","4.5","13","5000","CIN@DEN","DEN","CIN","","","",""
"22165","RB","Bryce","Brown","4.3","1","5000","STL@SEA","SEA","STL","","","",""
"7844","QB","Chad","Henne","0","0","5000","JAC@NO","JAC","NO","","","",""
"6682","TE","Owen","Daniels","5.8","14","5000","CIN@DEN","DEN","CIN","","","",""
"7744","QB","Drew","Stanton","-0.1","5","5000","GB@ARI","ARI","GB","","","",""
"6664","TE","Jacob","Tamme","6.8","13","5000","CAR@ATL","ATL","CAR","","","",""
"24949","QB","E.J.","Manuel","7","6","5000","DAL@BUF","BUF","DAL","","","",""
"22128","QB","Ryan","Lindley","0","0","5000","NE@NYJ","NE","NYJ","","","",""
"11615","QB","Joe","Webb","0","14","5000","CAR@ATL","CAR","ATL","","","",""
"14362","TE","Charles","Clay","7.4","13","5000","DAL@BUF","BUF","DAL","Q","Back","",""
"21971","TE","Coby","Fleener","5.4","14","4900","IND@MIA","IND","MIA","","","",""
"11890","WR","Bryan","Walters","5.3","11","4900","JAC@NO","JAC","NO","P","Back","",""
"45723","TE","Crockett","Gillmore","8.2","10","4900","PIT@BAL","BAL","PIT","IR","Back","",""
"27266","WR","Quincy","Enunwa","3.4","10","4900","NE@NYJ","NYJ","NE","Q","Neck","",""
"54782","TE","Cameron","Brate","4.3","12","4900","CHI@TB","TB","CHI","","","",""
"39373","WR","Jaelen","Strong","3.7","8","4900","HOU@TEN","HOU","TEN","","","",""
"24569","K","Chandler","Catanzaro","9.6","14","4900","GB@ARI","ARI","GB","","","",""
"39512","RB","Kendall","Gaskins","1.9","7","4900","SF@DET","SF","DET","","","",""
"22288","WR","Cole","Beasley","5.9","14","4900","DAL@BUF","DAL","BUF","Q","Knee","",""
"22048","RB","Robert","Turbin","3.6","8","4900","DAL@BUF","DAL","BUF","","","",""
"26247","K","Brandon","McManus","8.7","14","4800","CIN@DEN","DEN","CIN","","","",""
"6636","K","Mike","Nugent","8.3","14","4800","CIN@DEN","CIN","DEN","","","",""
"29593","WR","Marqise","Lee","2.6","8","4800","JAC@NO","JAC","NO","","","",""
"34073","TE","Ryan","Griffin","5.9","7","4800","HOU@TEN","HOU","TEN","P","Achilles","",""
"25272","TE","Eric","Ebron","7.4","12","4800","SF@DET","DET","SF","","","",""
"28346","TE","Maxx","Williams","3.2","12","4800","PIT@BAL","BAL","PIT","","","",""
"14240","TE","Lance","Kendricks","3.3","13","4800","STL@SEA","STL","SEA","","","",""
"27457","WR","Kenny","Stills","5.1","14","4800","IND@MIA","MIA","IND","","","",""
"10158","TE","Scott","Chandler","4.7","13","4800","NE@NYJ","NE","NYJ","Q","Knee","",""
"38301","TE","Darren","Fells","4.9","12","4800","GB@ARI","ARI","GB","","","",""
"32000","TE","Luke","Willson","2.8","13","4800","STL@SEA","SEA","STL","","","",""
"25813","WR","Phillip","Dorsett","3","9","4800","IND@MIA","IND","MIA","","","",""
"27771","WR","Cody","Latimer","1.2","13","4800","CIN@DEN","DEN","CIN","","","",""
"12547","D","Pittsburgh","Steelers","9.4","13","4800","PIT@BAL","PIT","BAL","","","",""
"39455","RB","Kerwynn","Williams","4.4","4","4800","GB@ARI","ARI","GB","","","",""
"14704","WR","Chris","Hogan","5","14","4800","DAL@BUF","BUF","DAL","","","",""
"24671","WR","Adam","Humphries","4","11","4800","CHI@TB","TB","CHI","","","",""
"8023","QB","Josh","Johnson","0","0","4800","DAL@BUF","BUF","DAL","","","",""
"7975","RB","Mike","Tolbert","4.5","14","4800","CAR@ATL","CAR","ATL","","","",""
"10744","K","Graham","Gano","10.4","14","4800","CAR@ATL","CAR","ATL","","","",""
"28815","RB","Akeem","Hunt","1.8","5","4800","HOU@TEN","HOU","TEN","","","",""
"31836","WR","Terrance","Williams","7","14","4800","DAL@BUF","DAL","BUF","","","",""
"7857","WR","Wes","Welker","2.2","6","4800","STL@SEA","STL","SEA","","","",""
"6897","K","Mason","Crosby","8.3","14","4800","GB@ARI","GB","ARI","","","",""
"26094","WR","Brandon","Coleman","4","14","4800","JAC@NO","NO","JAC","","","",""
"6668","K","Adam","Vinatieri","7.4","14","4800","IND@MIA","IND","MIA","","","",""
"12528","D","Cincinnati","Bengals","8.7","13","4800","CIN@DEN","CIN","DEN","","","",""
"22018","WR","Mohamed","Sanu","4.4","14","4800","CIN@DEN","CIN","DEN","","","",""
"11635","WR","Marc","Mariani","1.7","14","4800","CHI@TB","CHI","TB","","","",""
"21990","WR","Ryan","Broyles","0","0","4700","SF@DET","DET","SF","","","",""
"33037","WR","Kenbrell","Thompkins","4.1","5","4700","NE@NYJ","NYJ","NE","","","",""
"6607","WR","Mike","Wallace","5.3","14","4700","NYG@MIN","MIN","NYG","","","",""
"6427","K","Connor","Barth","9.6","10","4700","CHI@TB","TB","CHI","","","",""
"14292","TE","Jordan","Cameron","4.4","14","4700","IND@MIA","MIA","IND","","","",""
"6522","K","Josh","Brown","9.3","14","4700","NYG@MIN","NYG","MIN","","","",""
"12903","WR","Andrew","Hawkins","5.1","8","4700","CLE@KC","CLE","KC","IR","Concussion","",""
"37245","RB","Foswhitt","Whittaker","1.7","14","4700","CAR@ATL","CAR","ATL","","","",""
"30403","WR","Chris","Conley","2.2","14","4700","CLE@KC","KC","CLE","","","",""
"47953","WR","Lucky","Whitehead","1.2","13","4700","DAL@BUF","DAL","BUF","","","",""
"54623","WR","Jeff","Janis","0.6","14","4700","GB@ARI","GB","ARI","","","",""
"60745","K","Jason","Myers","8.1","14","4700","JAC@NO","JAC","NO","","","",""
"12546","D","Arizona","Cardinals","9.3","13","4700","GB@ARI","ARI","GB","","","",""
"11488","TE","Ed","Dickson","2.7","14","4700","CAR@ATL","CAR","ATL","","","",""
"33714","K","Cairo","Santos","9.8","14","4700","CLE@KC","KC","CLE","","","",""
"9442","WR","Brandon","Tate","0.9","14","4700","CIN@DEN","CIN","DEN","","","",""
"28933","WR","Jared","Abbrederis","1.8","8","4700","GB@ARI","GB","ARI","","","",""
"6815","K","Shayne","Graham","10.7","3","4700","CAR@ATL","ATL","CAR","","","",""
"6810","K","Dan","Carpenter","7.2","14","4700","DAL@BUF","BUF","DAL","","","",""
"21123","TE","Larry","Donnell","6.1","8","4700","NYG@MIN","NYG","MIN","IR","Neck","",""
"6910","K","Robbie","Gould","8.8","14","4700","CHI@TB","CHI","TB","","","",""
"6896","WR","Greg","Jennings","1.9","14","4700","IND@MIA","MIA","IND","","","",""
"25886","WR","Devin","Street","1.3","13","4700","DAL@BUF","DAL","BUF","","","",""
"7761","TE","Jared","Cook","4.8","14","4700","STL@SEA","STL","SEA","","","",""
"12541","D","New England","Patriots","8.2","13","4700","NE@NYJ","NE","NYJ","","","",""
"12540","D","Minnesota","Vikings","7.3","13","4700","NYG@MIN","MIN","NYG","","","",""
"12539","D","Miami","Dolphins","6.4","13","4700","IND@MIA","MIA","IND","","","",""
"22100","K","Randy","Bullock","8.1","9","4700","NE@NYJ","NYJ","NE","","","",""
"6702","K","Phil","Dawson","6.1","14","4700","SF@DET","SF","DET","","","",""
"24862","WR","Rashad","Greene","5","7","4700","JAC@NO","JAC","NO","","","",""
"6768","WR","Eddie","Royal","5.5","8","4700","CHI@TB","CHI","TB","Q","Knee","",""
"22004","TE","Dwayne","Allen","2.1","12","4600","IND@MIA","IND","MIA","","","",""
"22800","RB","Derrick","Coleman","0.3","12","4600","STL@SEA","SEA","STL","","","",""
"26343","WR","Corey","Fuller","0.6","12","4600","SF@DET","DET","SF","","","",""
"54753","WR","Taylor","Gabriel","3.5","11","4600","CLE@KC","CLE","KC","P","Not injury related","",""
"31261","RB","Tre","Mason","2.8","11","4600","STL@SEA","STL","SEA","","","",""
"27441","RB","Damien","Williams","1.7","14","4600","IND@MIA","MIA","IND","","","",""
"54694","TE","Justin","Perillo","2.4","9","4600","GB@ARI","GB","ARI","","","",""
"14952","K","Dan","Bailey","8.6","14","4600","DAL@BUF","DAL","BUF","","","",""
"32045","TE","Vance","McDonald","3.8","12","4600","SF@DET","SF","DET","","","",""
"24797","RB","Juwan","Thompson","1","13","4600","CIN@DEN","DEN","CIN","","","",""
"62619","K","Andrew","Franks","4.6","14","4600","IND@MIA","MIA","IND","","","",""
