"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"24817","TE","Nick","O'Leary","2.1","2","4600","DAL@BUF","BUF","DAL","","","",""
"12551","D","Tampa Bay","Buccaneers","7.1","14","4600","CHI@TB","TB","CHI","","","",""
"39449","WR","Charles","Johnson","1.6","11","4600","NYG@MIN","MIN","NYG","P","Ankle","",""
"39428","RB","Kyle","Juszczyk","4.3","14","4600","PIT@BAL","BAL","PIT","","","",""
"29003","RB","Ka'Deem","Carey","2.2","9","4600","CHI@TB","CHI","TB","","","",""
"39492","TE","Josh","Hill","2.1","14","4600","JAC@NO","NO","JAC","","","",""
"30733","WR","Cordarrelle","Patterson","1.1","14","4600","NYG@MIN","MIN","NYG","","","",""
"12526","D","Buffalo","Bills","6.2","13","4600","DAL@BUF","BUF","DAL","","","",""
"6672","TE","Marcedes","Lewis","1.7","14","4600","JAC@NO","JAC","NO","","","",""
"22110","K","Blair","Walsh","8.7","14","4600","NYG@MIN","MIN","NYG","","","",""
"12538","D","St Louis","Rams","8.4","14","4600","STL@SEA","STL","SEA","","","",""
"12533","D","Green Bay","Packers","7.2","13","4600","GB@ARI","GB","ARI","","","",""
"12532","D","Detroit","Lions","6","13","4600","SF@DET","DET","SF","","","",""
"22034","WR","Chris","Givens","3.7","13","4600","PIT@BAL","BAL","PIT","","","",""
"22054","WR","Jarius","Wright","3.7","14","4600","NYG@MIN","MIN","NYG","","","",""
"28144","TE","Dion","Sims","1.7","11","4600","IND@MIA","MIA","IND","","","",""
"28157","WR","Bennie","Fowler","1.8","14","4600","CIN@DEN","DEN","CIN","","","",""
"21984","RB","Isaiah","Pead","-0.8","2","4500","PIT@BAL","PIT","BAL","","","",""
"34125","WR","Geremy","Davis","0.3","10","4500","NYG@MIN","NYG","MIN","","","",""
"21972","WR","Brian","Quick","1","11","4500","STL@SEA","STL","SEA","","","",""
"44952","RB","Dri","Archer","0","8","4500","PIT@BAL","PIT","BAL","","","",""
"34071","WR","Nick","Williams","3","12","4500","CAR@ATL","ATL","CAR","","","",""
"27199","RB","Marcus","Murphy","0.3","13","4500","JAC@NO","NO","JAC","IR","Ankle","",""
"6653","RB","Jerome","Felton","0.1","14","4500","DAL@BUF","BUF","DAL","","","",""
"30667","TE","Justice","Cunningham","0","2","4500","STL@SEA","STL","SEA","","","",""
"22849","TE","Cory","Harkey","0.2","14","4500","STL@SEA","STL","SEA","","","",""
"30709","WR","Bruce","Ellington","0.8","11","4500","SF@DET","SF","DET","","","",""
"28249","RB","David","Cobb","1.1","5","4500","HOU@TEN","TEN","HOU","","","",""
"6597","TE","Craig","Stevens","2.1","14","4500","HOU@TEN","TEN","HOU","","","",""
"33137","WR","Justin","Hardy","3.1","7","4500","CAR@ATL","ATL","CAR","","","",""
"6622","WR","Eric","Weems","0.1","14","4500","CAR@ATL","ATL","CAR","","","",""
"32632","WR","Bradley","Marquez","1.1","14","4500","STL@SEA","STL","SEA","Q","Knee","",""
"22958","RB","Bobby","Rainey","0.4","14","4500","CHI@TB","TB","CHI","","","",""
"15176","K","Kai","Forbath","6","9","4500","JAC@NO","NO","JAC","","","",""
"14268","RB","Stevan","Ridley","0.5","6","4500","NE@NYJ","NYJ","NE","","","",""
"47720","WR","Chandler","Worthy","1","3","4500","HOU@TEN","HOU","TEN","","","",""
"29540","RB","Terron","Ward","2.4","11","4500","CAR@ATL","ATL","CAR","","","",""
"27338","RB","Rex","Burkhead","1.3","14","4500","CIN@DEN","CIN","DEN","","","",""
"14253","WR","Greg","Little","0","0","4500","CIN@DEN","CIN","DEN","","","",""
"34275","RB","Storm","Johnson","0","0","4500","JAC@NO","JAC","NO","","","",""
"14297","WR","Greg","Salas","0","0","4500","DAL@BUF","BUF","DAL","","","",""
"14274","TE","Rob","Housler","0.3","8","4500","CHI@TB","CHI","TB","","","",""
"15121","WR","Chris","Matthews","1","11","4500","PIT@BAL","BAL","PIT","","","",""
"30591","WR","Ace","Sanders","0","0","4500","JAC@NO","JAC","NO","","","",""
"22991","RB","Jonathan","Grimes","4.2","12","4500","HOU@TEN","HOU","TEN","","","",""
"34224","TE","Kennard","Backman","0","6","4500","GB@ARI","GB","ARI","","","",""
"23003","TE","Phillip","Supernaw","0.2","14","4500","HOU@TEN","TEN","HOU","","","",""
"14304","TE","Luke","Stocker","1.2","12","4500","CHI@TB","TB","CHI","","","",""
"6488","WR","Dwayne","Bowe","1.3","6","4500","CLE@KC","CLE","KC","","","",""
"10046","RB","Antone","Smith","0.2","5","4500","CHI@TB","CHI","TB","","","",""
"7394","TE","Brandon","Pettigrew","2","8","4500","SF@DET","DET","SF","IR","Knee","",""
"30385","WR","Marlon","Brown","1.8","10","4500","PIT@BAL","BAL","PIT","Q","Back","",""
"44686","RB","Zurlon","Tipton","1","10","4500","IND@MIA","IND","MIA","","","",""
"26498","WR","Stedman","Bailey","3.8","8","4500","STL@SEA","STL","SEA","O","Head","",""
"31329","WR","Russell","Shepard","0.7","11","4500","CHI@TB","TB","CHI","","","",""
"6388","WR","Jason","Avant","1.2","14","4500","CLE@KC","KC","CLE","","","",""
"25513","WR","Darius","Jennings","3","2","4500","CLE@KC","CLE","KC","","","",""
"39411","TE","Gavin","Escobar","1","14","4500","DAL@BUF","DAL","BUF","IR","Achilles","",""
"27445","WR","Jalen","Saunders","0","0","4500","CHI@TB","CHI","TB","","","",""
"31241","WR","Sammie","Coates","0.3","6","4500","PIT@BAL","PIT","BAL","","","",""
"15032","RB","Henry","Hynoski","0","0","4500","NYG@MIN","NYG","MIN","","","",""
"27403","TE","Blake","Bell","2.1","12","4500","SF@DET","SF","DET","","","",""
"29351","WR","De'Anthony","Thomas","3.6","10","4500","CLE@KC","KC","CLE","P","Concussion","",""
"28502","WR","Devin","Smith","2","10","4500","NE@NYJ","NYJ","NE","IR","Knee","",""
"32410","RB","Trey","Williams","0","0","4500","IND@MIA","IND","MIA","","","",""
"12090","K","Nick","Novak","5.9","11","4500","HOU@TEN","HOU","TEN","","","",""
"28545","RB","Rod","Smith","0.2","9","4500","DAL@BUF","DAL","BUF","","","",""
"30249","WR","Frankie","Hammond","-0.3","7","4500","CLE@KC","KC","CLE","","","",""
"7244","RB","John","Kuhn","1.5","14","4500","GB@ARI","GB","ARI","","","",""
"28562","TE","Jake","Stoneburner","2.1","9","4500","IND@MIA","MIA","IND","P","Foot","",""
"68366","WR","Jamel","Johnson","0","0","4500","GB@ARI","GB","ARI","","","",""
"30259","WR","Solomon","Patton","0","0","4500","CIN@DEN","DEN","CIN","","","",""
"22774","RB","Jonas","Gray","3.7","6","4500","JAC@NO","JAC","NO","","","",""
"29237","WR","Chris","Harper","-0.7","3","4500","NE@NYJ","NE","NYJ","","","",""
"31073","RB","Knile","Davis","1.4","12","4500","CLE@KC","KC","CLE","","","",""
"11454","RB","Dexter","McCluster","6.9","11","4500","HOU@TEN","TEN","HOU","IR","Wrist","",""
"62623","RB","John","Crockett","2.2","1","4500","GB@ARI","GB","ARI","","","",""
"14815","WR","Joseph","Morgan","0","2","4500","PIT@BAL","BAL","PIT","","","",""
"62617","TE","Khari","Lee","0.1","14","4500","CHI@TB","CHI","TB","","","",""
"11431","TE","Jermaine","Gresham","2.4","13","4500","GB@ARI","ARI","GB","Q","Knee","",""
"38523","TE","Geoff","Swaim","0.3","2","4500","DAL@BUF","DAL","BUF","","","",""
"25827","TE","Asante","Cleveland","0.2","4","4500","NE@NYJ","NE","NYJ","","","",""
"39678","TE","E.J.","Bibbs","0.2","5","4500","CLE@KC","CLE","KC","","","",""
"12544","D","New York","Jets","7.5","13","4500","NE@NYJ","NYJ","NE","","","",""
"62680","WR","Donteea","Dye","2.2","8","4500","CHI@TB","TB","CHI","","","",""
"39649","RB","Benny","Cunningham","2.9","14","4500","STL@SEA","STL","SEA","","","",""
"39652","WR","Rico","Richardson","0","5","4500","HOU@TEN","TEN","HOU","","","",""
"22447","WR","Griff","Whalen","2.3","14","4500","IND@MIA","IND","MIA","IR","Ribs","",""
"30012","WR","Kevin","Smith","0.7","5","4500","STL@SEA","SEA","STL","","","",""
"26834","WR","Andrew","Turzilli","1.8","2","4500","HOU@TEN","TEN","HOU","","","",""
"62508","TE","James","O'Shaughnessy","1.7","7","4500","CLE@KC","KC","CLE","IR","Foot","",""
"39445","WR","Brice","Butler","2.9","5","4500","DAL@BUF","DAL","BUF","","","",""
"62510","TE","Nick","Boyle","2.4","11","4500","PIT@BAL","BAL","PIT","O","Suspension","",""
"62505","TE","MyCole","Pruitt","1","14","4500","NYG@MIN","MIN","NYG","","","",""
"29994","K","Travis","Coons","6.6","14","4500","CLE@KC","CLE","KC","P","Groin","",""
"29991","RB","Bishop","Sankey","3.8","11","4500","HOU@TEN","TEN","HOU","","","",""
"39427","WR","Quinton","Patton","3.8","14","4500","SF@DET","SF","DET","","","",""
"22336","WR","Josh","Bellamy","2.1","14","4500","CHI@TB","CHI","TB","","","",""
"6951","TE","James","Casey","0","3","4500","CIN@DEN","DEN","CIN","","","",""
"33691","RB","Orleans","Darkwa","1.6","14","4500","NYG@MIN","NYG","MIN","Q","Illness","",""
"25654","RB","Tommy","Bohanon","0.6","14","4500","NE@NYJ","NYJ","NE","","","",""
"31188","TE","Chris","Gragg","1.6","11","4500","DAL@BUF","BUF","DAL","","","",""
"14683","RB","Patrick","DiMarco","2","14","4500","CAR@ATL","ATL","CAR","","","",""
"24589","WR","Jaron","Brown","1.9","14","4500","GB@ARI","ARI","GB","","","",""
"25694","RB","Andre","Williams","2.3","14","4500","NYG@MIN","NYG","MIN","","","",""
"7001","TE","Kellen","Davis","0.7","14","4500","NE@NYJ","NYJ","NE","Q","Back","",""
"62534","TE","Brian","Parker","0.2","7","4500","CLE@KC","KC","CLE","","","",""
"11648","TE","Jim","Dray","0.5","14","4500","CLE@KC","CLE","KC","","","",""
"27908","TE","C.J.","Fiedorowicz","1.8","14","4500","HOU@TEN","HOU","TEN","","","",""
"23045","K","Justin","Tucker","8.8","14","4500","PIT@BAL","BAL","PIT","","","",""
"57556","TE","Jerome","Cunningham","1","7","4500","NYG@MIN","NYG","MIN","","","",""
"11671","RB","Erik","Lorig","0","0","4500","JAC@NO","NO","JAC","","","",""
"22235","RB","Jeremy","Stewart","0","0","4500","CIN@DEN","DEN","CIN","","","",""
"23055","TE","Brandon","Bostick","0","0","4500","NE@NYJ","NYJ","NE","","","",""
"22258","RB","Travaris","Cadet","2.5","5","4500","JAC@NO","NO","JAC","","","",""
"39859","TE","Jack","Doyle","1.2","14","4500","IND@MIA","IND","MIA","Q","Toe","",""
"7918","TE","Matthew","Mulligan","0.1","12","4500","DAL@BUF","BUF","DAL","","","",""
"26074","TE","Tim","Wright","2.4","7","4500","SF@DET","DET","SF","","","",""
"11723","WR","Marlon","Moore","1.3","13","4500","CLE@KC","CLE","KC","Q","Ribs","",""
"6904","WR","Devin","Hester","0","3","4500","CAR@ATL","ATL","CAR","Q","Toe","",""
"22177","WR","Junior","Hemingway","0","0","4500","CLE@KC","KC","CLE","","","",""
"7856","WR","Matthew","Slater","0","14","4500","NE@NYJ","NE","NYJ","","","",""
"11766","TE","Jeff","Cumberland","0.8","13","4500","NE@NYJ","NYJ","NE","","","",""
"28030","RB","Fitzgerald","Toussaint","0.4","3","4500","PIT@BAL","PIT","BAL","","","",""
"6884","WR","Hakeem","Nicks","1.2","4","4500","NYG@MIN","NYG","MIN","","","",""
"11522","WR","Marcus","Easley","1","12","4500","DAL@BUF","BUF","DAL","","","",""
"29734","WR","Ty","Montgomery","5.8","6","4500","GB@ARI","GB","ARI","IR","Ankle","",""
"22109","K","Greg","Zuerlein","6.7","12","4500","STL@SEA","STL","SEA","","","",""
"11538","TE","Garrett","Graham","1.4","8","4500","HOU@TEN","HOU","TEN","","","",""
"11543","TE","Clay","Harbor","1.9","13","4500","JAC@NO","JAC","NO","","","",""
"22123","TE","James","Hanna","0.6","12","4500","DAL@BUF","DAL","BUF","","","",""
"39716","WR","Adam","Thielen","1.4","14","4500","NYG@MIN","MIN","NYG","","","",""
"44090","RB","Alonzo","Harris","0.3","6","4500","PIT@BAL","BAL","PIT","","","",""
"28744","RB","Raheem","Mostert","0","9","4500","CLE@KC","CLE","KC","","","",""
"11556","TE","Michael","Hoomanawanui","1.7","12","4500","JAC@NO","NO","JAC","","","",""
"11557","RB","John","Conner","0","0","4500","DAL@BUF","BUF","DAL","","","",""
"14406","RB","Bruce","Miller","1.8","14","4500","SF@DET","SF","DET","","","",""
"7784","WR","Darrius","Heyward-Bey","3.1","14","4500","PIT@BAL","PIT","BAL","","","",""
"29725","TE","Levine","Toilolo","0.6","14","4500","CAR@ATL","ATL","CAR","","","",""
"29723","RB","Stepfan","Taylor","0.5","14","4500","GB@ARI","ARI","GB","","","",""
"22130","RB","Dan","Herron","1.9","8","4500","IND@MIA","IND","MIA","","","",""
"22029","RB","Bernard","Pierce","0.5","7","4500","JAC@NO","JAC","NO","IR","Calf","",""
"29805","RB","Ryan","Hewitt","1","14","4500","CIN@DEN","CIN","DEN","","","",""
"11594","RB","Anthony","Dixon","1.2","14","4500","DAL@BUF","BUF","DAL","Q","Knee","",""
"14394","TE","Virgil","Green","1.9","14","4500","CIN@DEN","DEN","CIN","","","",""
"7703","WR","Jerome","Simpson","2.8","5","4500","SF@DET","SF","DET","","","",""
"14369","RB","Jordan","Todman","0.2","11","4500","PIT@BAL","PIT","BAL","","","",""
"28131","WR","Keith","Mumphery","1.4","14","4500","HOU@TEN","HOU","TEN","","","",""
"10531","WR","Jordan","Norwood","2.2","9","4500","CIN@DEN","DEN","CIN","","","",""
"6778","TE","Anthony","Fasano","3.6","14","4500","HOU@TEN","TEN","HOU","","","",""
"6782","K","Matt","Prater","6.9","14","4500","SF@DET","DET","SF","","","",""
"28694","TE","Jesse","James","2.8","6","4500","PIT@BAL","PIT","BAL","","","",""
"14338","WR","Denarius","Moore","-0.3","6","4500","DAL@BUF","BUF","DAL","","","",""
"6753","WR","Andre","Caldwell","1.9","13","4500","CIN@DEN","DEN","CIN","","","",""
"7722","WR","Kevin","Ogletree","0","0","4500","NYG@MIN","NYG","MIN","","","",""
"22065","TE","Rhett","Ellison","1.8","13","4500","NYG@MIN","MIN","NYG","Q","Ankle","",""
"6767","K","Ryan","Succop","5.2","14","4500","HOU@TEN","TEN","HOU","","","",""
"14349","WR","Jeremy","Kerley","2.5","14","4500","NE@NYJ","NYJ","NE","","","",""
"12549","D","San Francisco","49ers","4.8","13","4400","SF@DET","SF","DET","","","",""
"12527","D","Chicago","Bears","5.6","13","4400","CHI@TB","CHI","TB","","","",""
"12543","D","New York","Giants","8.6","13","4400","NYG@MIN","NYG","MIN","","","",""
"12554","D","Jacksonville","Jaguars","7.2","13","4300","JAC@NO","JAC","NO","","","",""
"12542","D","New Orleans","Saints","5.2","13","4200","JAC@NO","NO","JAC","","","",""
"12525","D","Atlanta","Falcons","5.9","13","4100","CAR@ATL","ATL","CAR","","","",""
"12529","D","Cleveland","Browns","5.9","13","4100","CLE@KC","CLE","KC","","","",""
"12555","D","Baltimore","Ravens","6.7","13","4000","PIT@BAL","BAL","PIT","","","",""
"12535","D","Indianapolis","Colts","6.8","13","4000","IND@MIA","IND","MIA","","","",""
"12534","D","Tennessee","Titans","6.2","13","4000","HOU@TEN","TEN","HOU","","","",""
"12530","D","Dallas","Cowboys","5.3","13","4000","DAL@BUF","DAL","BUF","","","",""
